Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Path	Begin File	File Offset (s)	calltype
103	Waveform 1	6	47921.805304446	47977.555064431	123.300	211.500	55.7498			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	221.8055	c
103	Spectrogram 1	6	47921.805304446	47977.555064431	123.300	211.500	55.7498	167.969	160.156	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	221.8055	c
104	Waveform 1	6	47978.572395818	48016.824055953	0.000	118.900	38.2517			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	278.5725	c
104	Spectrogram 1	6	47978.572395818	48016.824055953	0.000	118.900	38.2517	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	278.5725	c
105	Waveform 1	6	47798.708206669	47844.081186511	0.000	511.000	45.3730			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	98.7080	c
105	Spectrogram 1	6	47798.708206669	47844.081186511	0.000	511.000	45.3730	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	98.7080	c
106	Waveform 1	6	48095.578030147	48117.348921820	0.000	489.000	21.7709			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	395.5780	c
106	Spectrogram 1	6	48095.578030147	48117.348921820	0.000	489.000	21.7709	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	395.5780	c
107	Waveform 1	6	48428.762331010	48464.572395818	0.000	484.600	35.8101			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	728.7625	c
107	Spectrogram 1	6	48428.762331010	48464.572395818	0.000	484.600	35.8101	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_131500.aif	728.7625	c
108	Waveform 1	6	48720.452036172	48761.145291635	0.000	625.600	40.6933			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	120.4520	c
108	Spectrogram 1	6	48720.452036172	48761.145291635	0.000	625.600	40.6933	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	120.4520	c
109	Waveform 1	6	48815.877720234	48914.762331010	0.000	215.900	98.8846			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	215.8775	c
109	Spectrogram 1	6	48815.877720234	48914.762331010	0.000	215.900	98.8846	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	215.8775	c
110	Waveform 1	6	49086.080936511	49129.012321025	0.000	489.000	42.9314			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	486.0810	c
110	Spectrogram 1	6	49086.080936511	49129.012321025	0.000	489.000	42.9314	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	486.0810	c
111	Waveform 1	6	49358.848277882	49395.472207800	0.000	541.900	36.6239			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	758.8485	c
111	Spectrogram 1	6	49358.848277882	49395.472207800	0.000	541.900	36.6239	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	758.8485	c
112	Waveform 1	6	49212.149091937	49278.479098342	26.400	251.100	66.3300			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	612.1490	c
112	Spectrogram 1	6	49212.149091937	49278.479098342	26.400	251.100	66.3300	121.094	82.031	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_133000.aif	612.1490	c
113	Waveform 1	6	49573.424263941	49636.498809910	0.000	215.900	63.0745			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	73.4245	c
113	Spectrogram 1	6	49573.424263941	49636.498809910	0.000	215.900	63.0745	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	73.4245	c
114	Waveform 1	6	49673.733138659	49718.699185946	0.000	471.400	44.9660			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	173.7330	c
114	Spectrogram 1	6	49673.733138659	49718.699185946	0.000	471.400	44.9660	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	173.7330	c
115	Waveform 1	6	49931.321445742	49974.049363979	0.000	489.000	42.7279			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	431.3215	c
115	Spectrogram 1	6	49931.321445742	49974.049363979	0.000	489.000	42.7279	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	431.3215	c
116	Waveform 1	6	50007.214367182	50074.561704974	0.000	286.300	67.3473			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	507.2145	sd
116	Spectrogram 1	6	50007.214367182	50074.561704974	0.000	286.300	67.3473	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	507.2145	sd
117	Waveform 1	6	50355.467697438	50383.546043708	0.000	524.200	28.0783			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	855.4675	c
117	Spectrogram 1	6	50355.467697438	50383.546043708	0.000	524.200	28.0783	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	855.4675	c
118	Waveform 1	6	50390.260430859	50432.377950264	0.000	154.200	42.1175			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	890.2605	c
118	Spectrogram 1	6	50390.260430859	50432.377950264	0.000	154.200	42.1175	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	890.2605	c
119	Waveform 1	6	50192.491209307	50221.993819518	0.000	471.400	29.5026			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	692.4910	c
119	Spectrogram 1	6	50192.491209307	50221.993819518	0.000	471.400	29.5026	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_134500.aif	692.4910	c
120	Waveform 1	6	50556.288913150	50594.337107008	0.000	599.100	38.0482			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	156.2890	c
120	Spectrogram 1	6	50556.288913150	50594.337107008	0.000	599.100	38.0482	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	156.2890	c
121	Waveform 1	6	50864.662853052	50958.867739450	0.000	484.600	94.2049			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	464.6630	c
121	Spectrogram 1	6	50864.662853052	50958.867739450	0.000	484.600	94.2049	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	464.6630	c
122	Waveform 1	6	50749.704406368	50788.566465335	0.000	493.400	38.8621			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	349.7045	c
122	Spectrogram 1	6	50749.704406368	50788.566465335	0.000	493.400	38.8621	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	349.7045	c
123	Waveform 1	6	51058.372140732	51098.568135456	0.000	528.600	40.1960			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	658.3720	c
123	Spectrogram 1	6	51058.372140732	51098.568135456	0.000	528.600	40.1960	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	658.3720	c
124	Waveform 1	6	51412.923533911	51468.266361341	0.000	585.900	55.3428			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_141500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_141500.aif	112.9235	c
124	Spectrogram 1	6	51412.923533911	51468.266361341	0.000	585.900	55.3428	121.094	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_141500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_141500.aif	112.9235	c
125	Waveform 1	6	51193.586886963	51240.587597023	0.000	167.400	47.0007			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	793.5870	c
125	Spectrogram 1	6	51193.586886963	51240.587597023	0.000	167.400	47.0007	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_140000.aif	793.5870	c
126	Waveform 1	6	51558.320985682	51618.547003768	0.000	233.500	60.2260			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_141500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_141500.aif	258.3210	c
126	Spectrogram 1	6	51558.320985682	51618.547003768	0.000	233.500	60.2260	54.688	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_141500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_141500.aif	258.3210	c
127	Waveform 1	6	52266.820435064	52332.946975192	0.000	264.300	66.1265			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_143000.aif	66.8205	sd
127	Spectrogram 1	6	52266.820435064	52332.946975192	0.000	264.300	66.1265	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_143000.aif	66.8205	sd
128	Waveform 1	6	52629.612529013	52691.059344763	0.000	400.900	61.4468			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_143000.aif	429.6125	sd
128	Spectrogram 1	6	52629.612529013	52691.059344763	0.000	400.900	61.4468	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_143000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_143000.aif	429.6125	sd
129	Waveform 1	6	59346.122029766	59397.192065373	118.900	185.000	51.0700			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_161500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_161500.aif	846.1220	c
129	Spectrogram 1	6	59346.122029766	59397.192065373	118.900	185.000	51.0700	171.875	136.719	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_161500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_161500.aif	846.1220	c
130	Waveform 1	6	60594.225768086	60631.663563112	123.300	233.500	37.4378			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_164500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_164500.aif	294.2260	c
130	Spectrogram 1	6	60594.225768086	60631.663563112	123.300	233.500	37.4378	179.688	164.062	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_164500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_164500.aif	294.2260	c
131	Waveform 1	6	64255.360868877	64290.560534853	0.000	211.500	35.1997			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_174500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_174500.aif	355.3610	sd
131	Spectrogram 1	6	64255.360868877	64290.560534853	0.000	211.500	35.1997	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_174500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_174500.aif	355.3610	sd
132	Waveform 1	6	64455.978618312	64504.607058591	0.000	383.300	48.6284			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_174500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_174500.aif	555.9785	su
132	Spectrogram 1	6	64455.978618312	64504.607058591	0.000	383.300	48.6284	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_174500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_174500.aif	555.9785	su
133	Waveform 1	6	64868.573617242	64899.093558839	0.000	193.800	30.5199			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_180000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_180000.aif	68.5735	c
133	Spectrogram 1	6	64868.573617242	64899.093558839	0.000	193.800	30.5199	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_180000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_180000.aif	68.5735	c
134	Waveform 1	6	65964.641721364	66017.949886021	0.000	255.500	53.3082			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	264.6415	c
134	Spectrogram 1	6	65964.641721364	66017.949886021	0.000	255.500	53.3082	3.906	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	264.6415	c
135	Waveform 1	6	66459.797703843	66500.694425584	0.000	185.000	40.8967			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	759.7975	c
135	Spectrogram 1	6	66459.797703843	66500.694425584	0.000	185.000	40.8967	7.812	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	759.7975	c
136	Waveform 1	6	66328.758537871	66388.984555957	0.000	242.300	60.2260			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	628.7585	sd
136	Spectrogram 1	6	66328.758537871	66388.984555957	0.000	242.300	60.2260	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_181500.aif	628.7585	sd
137	Waveform 1	6	66625.134850791	66682.308874717	0.000	286.300	57.1740			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	25.1350	sd
137	Spectrogram 1	6	66625.134850791	66682.308874717	0.000	286.300	57.1740	0.000	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	25.1350	sd
138	Waveform 1	6	66930.130800490	66986.897891861	0.000	312.800	56.7671			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	330.1310	sd
138	Spectrogram 1	6	66930.130800490	66986.897891861	0.000	312.800	56.7671	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	330.1310	sd
139	Waveform 1	6	67075.142156369	67121.999500000	0.000	251.100	46.8573			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	475.1420	sd
139	Spectrogram 1	6	67075.142156369	67121.999500000	0.000	251.100	46.8573	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	475.1420	sd
140	Waveform 1	6	66827.320230596	66892.632905615	0.000	237.900	65.3127			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	227.3200	sd
140	Spectrogram 1	6	66827.320230596	66892.632905615	0.000	237.900	65.3127	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	227.3200	sd
141	Waveform 1	6	67358.346377732	67426.507580633	0.000	211.500	68.1612			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	758.3465	sd
141	Spectrogram 1	6	67358.346377732	67426.507580633	0.000	211.500	68.1612	70.312	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	758.3465	sd
142	Waveform 1	6	67228.127960249	67288.760910889	0.000	220.300	60.6330			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	628.1280	c
142	Spectrogram 1	6	67228.127960249	67288.760910889	0.000	220.300	60.6330	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_183000.aif	628.1280	c
143	Waveform 1	6	67611.987889035	67680.352558214	0.000	211.500	68.3647			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	111.9880	sd
143	Spectrogram 1	6	67611.987889035	67680.352558214	0.000	211.500	68.3647	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	111.9880	sd
144	Waveform 1	6	67930.005680482	68008.340197249	0.000	193.800	78.3345			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	430.0055	sd
144	Spectrogram 1	6	67930.005680482	68008.340197249	0.000	193.800	78.3345	70.312	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	430.0055	sd
145	Waveform 1	6	68041.058826362	68087.449137591	0.000	242.300	46.3903			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	541.0590	sd
145	Spectrogram 1	6	68041.058826362	68087.449137591	0.000	242.300	46.3903	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	541.0590	sd
146	Waveform 1	6	67805.444877229	67863.636232542	0.000	453.700	58.1914			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	305.4450	sd
146	Spectrogram 1	6	67805.444877229	67863.636232542	0.000	453.700	58.1914	3.906	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	305.4450	sd
147	Waveform 1	6	68132.373689902	68192.599707988	0.000	321.600	60.2260			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	632.3735	sd
147	Spectrogram 1	6	68132.373689902	68192.599707988	0.000	321.600	60.2260	70.312	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_184500.aif	632.3735	sd
148	Waveform 1	6	68442.659762811	68502.885780897	0.000	422.900	60.2260			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	42.6600	sd
148	Spectrogram 1	6	68442.659762811	68502.885780897	0.000	422.900	60.2260	70.312	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	42.6600	sd
149	Waveform 1	6	68718.479098342	68775.856588546	0.000	339.200	57.3775			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	318.4790	sd
149	Spectrogram 1	6	68718.479098342	68775.856588546	0.000	339.200	57.3775	70.312	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	318.4790	sd
150	Waveform 1	6	68865.788683120	68911.772061794	0.000	202.600	45.9834			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	465.7885	c
150	Spectrogram 1	6	68865.788683120	68911.772061794	0.000	202.600	45.9834	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	465.7885	c
151	Waveform 1	6	69040.078346270	69102.949425961	0.000	352.400	62.8711			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	640.0785	sd
151	Spectrogram 1	6	69040.078346270	69102.949425961	0.000	352.400	62.8711	70.312	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_190000.aif	640.0785	sd
152	Waveform 1	6	69398.992859457	69477.530842502	0.000	290.700	78.5380			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	79296_Brunswick03_002K_M06_UTCm5_20161220_191500.aif	98.9930	sd
