Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Path	Begin File	File Offset (s)	calltype
103	Waveform 1	6	33028.182334589	33047.511630934	0.000	220.300	19.3293			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	628.1825	S
103	Spectrogram 1	6	33028.182334589	33047.511630934	0.000	220.300	19.3293	19.531	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	628.1825	S
104	Waveform 1	6	33076.403842313	33138.054124341	0.000	524.200	61.6503			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	676.4040	S
104	Spectrogram 1	6	33076.403842313	33138.054124341	0.000	524.200	61.6503	0.000	15.625	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	676.4040	S
105	Waveform 1	6	33264.406682555	33314.662853052	0.000	264.300	50.2562			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	864.4065	C
105	Spectrogram 1	6	33264.406682555	33314.662853052	0.000	264.300	50.2562	70.312	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_090000.aif	864.4065	C
106	Waveform 1	6	33969.051994160	34014.018041447	0.000	211.500	44.9660			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	669.0520	S
106	Spectrogram 1	6	33969.051994160	34014.018041447	0.000	211.500	44.9660	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	669.0520	S
107	Waveform 1	6	34014.831906556	34065.291543331	0.000	563.900	50.4596			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	714.8320	S
107	Spectrogram 1	6	34014.831906556	34065.291543331	0.000	563.900	50.4596	27.344	19.531	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	714.8320	S
108	Waveform 1	6	34187.619225949	34263.512147388	0.000	255.500	75.8929			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	887.6190	SU
108	Spectrogram 1	6	34187.619225949	34263.512147388	0.000	255.500	75.8929	0.000	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_091500.aif	887.6190	SU
109	Waveform 1	6	34585.880810475	34637.561244913	0.000	515.400	51.6804			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_093000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_093000.aif	385.8810	SU
109	Spectrogram 1	6	34585.880810475	34637.561244913	0.000	515.400	51.6804	27.344	27.344	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_093000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_093000.aif	385.8810	SU
110	Waveform 1	6	36358.846607762	36407.678514318	118.900	237.900	48.8319			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_100000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_100000.aif	358.8465	C
110	Spectrogram 1	6	36358.846607762	36407.678514318	118.900	237.900	48.8319	175.781	148.438	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_100000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_100000.aif	358.8465	C
111	Waveform 1	6	36949.550804069	37010.387220987	0.000	211.500	60.8364			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	49.5510	C
111	Spectrogram 1	6	36949.550804069	37010.387220987	0.000	211.500	60.8364	27.344	23.438	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	49.5510	C
112	Waveform 1	6	37254.546753768	37319.249029955	0.000	207.000	64.7023			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	354.5470	SD
112	Spectrogram 1	6	37254.546753768	37319.249029955	0.000	207.000	64.7023	27.344	19.531	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	354.5470	SD
113	Waveform 1	6	37381.632240580	37430.667613414	0.000	427.300	49.0354			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	481.6320	SU
113	Spectrogram 1	6	37381.632240580	37430.667613414	0.000	427.300	49.0354	27.344	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	481.6320	SU
114	Waveform 1	6	37642.272541824	37698.022301809	0.000	242.300	55.7498			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	742.2725	C
114	Spectrogram 1	6	37642.272541824	37698.022301809	0.000	242.300	55.7498	27.344	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_101500.aif	742.2725	C
115	Waveform 1	6	37854.000000000	37924.806264506	0.000	215.900	70.8063			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	54.0000	SD
115	Spectrogram 1	6	37854.000000000	37924.806264506	0.000	215.900	70.8063	35.156	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	54.0000	SD
116	Waveform 1	6	38185.243099472	38234.481938583	0.000	449.300	49.2388			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	385.2430	SD
116	Spectrogram 1	6	38185.243099472	38234.481938583	0.000	449.300	49.2388	27.344	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	385.2430	SD
117	Waveform 1	6	38341.301734175	38387.692045403	0.000	237.900	46.3903			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	541.3015	SD
117	Spectrogram 1	6	38341.301734175	38387.692045403	0.000	237.900	46.3903	35.156	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	541.3015	SD
118	Waveform 1	6	38663.714847212	38685.485738885	0.000	392.100	21.7709			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	863.7150	S
118	Spectrogram 1	6	38663.714847212	38685.485738885	0.000	392.100	21.7709	164.062	23.438	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	863.7150	S
119	Waveform 1	6	38498.093297476	38513.149801997	0.000	378.900	15.0565			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	698.0935	S
119	Spectrogram 1	6	38498.093297476	38513.149801997	0.000	378.900	15.0565	160.156	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	698.0935	S
120	Waveform 1	6	38518.439925207	38539.193485494	0.000	409.700	20.7536			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	718.4400	S
120	Spectrogram 1	6	38518.439925207	38539.193485494	0.000	409.700	20.7536	152.344	58.594	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	718.4400	S
121	Waveform 1	6	38698.100648078	38718.650742087	0.000	202.600	20.5501			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	898.1005	S
121	Spectrogram 1	6	38698.100648078	38718.650742087	0.000	202.600	20.5501	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	898.1005	S
122	Waveform 1	6	38718.650742087	38738.997369819	0.000	489.000	20.3466			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	18.6505	S
122	Spectrogram 1	6	38718.650742087	38738.997369819	0.000	489.000	20.3466	156.250	62.500	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	18.6505	S
123	Waveform 1	6	38754.053874341	38764.430654484	0.000	422.900	10.3768			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	54.0540	S
123	Spectrogram 1	6	38754.053874341	38764.430654484	0.000	422.900	10.3768	117.188	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	54.0540	S
124	Waveform 1	6	38778.062895064	38805.530842502	0.000	317.200	27.4679			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	78.0630	C
124	Spectrogram 1	6	38778.062895064	38805.530842502	0.000	317.200	27.4679	42.969	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	78.0630	C
125	Waveform 1	6	38839.509710814	38865.553394310	0.000	528.600	26.0437			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	139.5095	S
125	Spectrogram 1	6	38839.509710814	38865.553394310	0.000	528.600	26.0437	78.125	27.344	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	139.5095	S
126	Waveform 1	6	38581.526362971	38625.678545149	0.000	215.900	44.1522			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	781.5265	C
126	Spectrogram 1	6	38581.526362971	38625.678545149	0.000	215.900	44.1522	46.875	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_103000.aif	781.5265	C
127	Waveform 1	6	38887.446815750	38938.109918802	0.000	365.600	50.6631			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	187.4470	C
127	Spectrogram 1	6	38887.446815750	38938.109918802	0.000	365.600	50.6631	46.875	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	187.4470	C
128	Waveform 1	6	39001.387931047	39015.427104182	0.000	295.200	14.0392			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	301.3880	C
128	Spectrogram 1	6	39001.387931047	39015.427104182	0.000	295.200	14.0392	62.500	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	301.3880	C
129	Waveform 1	6	39029.262811040	39059.986218915	0.000	524.200	30.7234			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	329.2630	SU
129	Spectrogram 1	6	39029.262811040	39059.986218915	0.000	524.200	30.7234	167.969	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	329.2630	SU
130	Waveform 1	6	39231.711756971	39284.002590241	0.000	229.100	52.2908			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	531.7120	C
130	Spectrogram 1	6	39231.711756971	39284.002590241	0.000	229.100	52.2908	46.875	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	531.7120	C
131	Waveform 1	6	39139.134600791	39180.438255087	0.000	193.800	41.3037			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	439.1345	C
131	Spectrogram 1	6	39139.134600791	39180.438255087	0.000	193.800	41.3037	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	439.1345	C
132	Waveform 1	6	39105.766131311	39136.896471741	0.000	462.600	31.1303			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	405.7660	C
132	Spectrogram 1	6	39105.766131311	39136.896471741	0.000	462.600	31.1303	46.875	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	405.7660	C
133	Waveform 1	6	39794.011610965	39844.878180294	0.000	259.900	50.8666			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_110000.aif	194.0115	SU
133	Spectrogram 1	6	39794.011610965	39844.878180294	0.000	259.900	50.8666	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_110000.aif	194.0115	SU
134	Waveform 1	6	39543.775006653	39614.174338605	0.000	229.100	70.3993			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	843.7750	C
134	Spectrogram 1	6	39543.775006653	39614.174338605	0.000	229.100	70.3993	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_104500.aif	843.7750	C
135	Waveform 1	6	40168.715557272	40225.482648644	0.000	167.400	56.7671			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_110000.aif	568.7155	C
135	Spectrogram 1	6	40168.715557272	40225.482648644	0.000	167.400	56.7671	54.688	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_110000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_110000.aif	568.7155	C
136	Waveform 1	6	40936.028482291	40992.999039940	0.000	83.700	56.9706			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_111500.aif	436.0285	C
136	Spectrogram 1	6	40936.028482291	40992.999039940	0.000	83.700	56.9706	54.688	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_111500.aif	436.0285	C
137	Waveform 1	6	41221.215578369	41289.987180102	0.000	198.200	68.7716			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_111500.aif	721.2155	C
137	Spectrogram 1	6	41221.215578369	41289.987180102	0.000	198.200	68.7716	164.062	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_111500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_111500.aif	721.2155	C
138	Waveform 1	6	41670.053874341	41733.535352864	0.000	180.600	63.4815			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	270.0540	C
138	Spectrogram 1	6	41670.053874341	41733.535352864	0.000	180.600	63.4815	54.688	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	270.0540	C
139	Waveform 1	6	41485.213836533	41524.075895501	0.000	195.600	38.8621			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	85.2140	C
139	Spectrogram 1	6	41485.213836533	41524.075895501	0.000	195.600	38.8621	175.781	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	85.2140	C
140	Waveform 1	6	42216.411363037	42281.999500000	0.000	204.400	65.5881			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	816.4115	SD
140	Spectrogram 1	6	42216.411363037	42281.999500000	0.000	204.400	65.5881	175.781	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	816.4115	SD
141	Waveform 1	6	41885.778662396	41967.368639601	0.000	217.800	81.5900			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	485.7785	SD
141	Spectrogram 1	6	41885.778662396	41967.368639601	0.000	217.800	81.5900	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_113000.aif	485.7785	SD
142	Waveform 1	6	42605.836876978	42668.911422946	0.000	217.800	63.0745			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	305.8370	C
142	Spectrogram 1	6	42605.836876978	42668.911422946	0.000	217.800	63.0745	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	305.8370	C
143	Waveform 1	6	42436.817750562	42495.822970984	0.000	342.200	59.0052			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	136.8180	C
143	Spectrogram 1	6	42436.817750562	42495.822970984	0.000	342.200	59.0052	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	136.8180	C
144	Waveform 1	6	42762.831906556	42798.235038809	0.000	200.000	35.4031			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	462.8320	C
144	Spectrogram 1	6	42762.831906556	42798.235038809	0.000	200.000	35.4031	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	462.8320	C
145	Waveform 1	6	42903.427104182	42971.384840806	0.000	373.300	67.9577			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	603.4270	SD
145	Spectrogram 1	6	42903.427104182	42971.384840806	0.000	373.300	67.9577	171.875	3.906	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	603.4270	SD
146	Waveform 1	6	42974.233368689	43059.282272607	0.000	244.400	85.0489			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	674.2335	C
146	Spectrogram 1	6	42974.233368689	43059.282272607	0.000	244.400	85.0489	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	674.2335	C
147	Waveform 1	6	43144.331176526	43204.150262057	0.000	226.700	59.8191			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	844.3310	C
147	Spectrogram 1	6	43144.331176526	43204.150262057	0.000	226.700	59.8191	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_114500.aif	844.3310	C
148	Waveform 1	6	43564.815035230	43645.184214770	0.000	186.700	80.3692			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_120000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_120000.aif	364.8150	SD
148	Spectrogram 1	6	43564.815035230	43645.184214770	0.000	186.700	80.3692	167.969	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_120000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_120000.aif	364.8150	SD
149	Waveform 1	6	43797.906452524	43854.266611341	0.000	333.300	56.3602			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_120000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_120000.aif	597.9065	C
149	Spectrogram 1	6	43797.906452524	43854.266611341	0.000	333.300	56.3602	54.688	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_120000.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_120000.aif	597.9065	C
150	Waveform 1	6	44292.248569895	44366.717227393	0.000	591.100	74.4687			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	192.2485	SD
150	Spectrogram 1	6	44292.248569895	44366.717227393	0.000	591.100	74.4687	0.000	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	192.2485	SD
151	Waveform 1	6	44515.654542389	44571.200836096	0.000	288.900	55.5463			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	415.6545	C
151	Spectrogram 1	6	44515.654542389	44571.200836096	0.000	288.900	55.5463	54.688	0.000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	415.6545	C
152	Waveform 1	6	44172.000000000	44211.472457800	0.000	351.100	39.4725			C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	79296_Brunswick03_002K_M06_UTCm5_20161218_121500.aif	72.0000	C
