Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Hour	File Offset (s)	Begin File	Begin Path	Begin Date	Begin Clock Time	calltype
89	Spectrogram 1	6	30298.638881123	30349.098517898	79.300	229.100	50.4596	171.875	109.375	8	598.6390	79296_Brunswick03_002K_M06_UTCm5_20161217_081500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_081500.aif	2016/12/17	8:24:58.6389	c
90	Waveform 1	6	30936.017791447	31005.806724567	0.000	467.000	69.7889			8	336.0180	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:35:36.0178	sd
90	Spectrogram 1	6	30936.017791447	31005.806724567	0.000	467.000	69.7889	3.906	3.906	8	336.0180	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:35:36.0178	sd
91	Waveform 1	6	30705.083566692	30755.950136021	118.900	237.900	50.8666			8	105.0835	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:31:45.0836	c
91	Spectrogram 1	6	30705.083566692	30755.950136021	118.900	237.900	50.8666	167.969	148.438	8	105.0835	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:31:45.0836	c
92	Waveform 1	6	30777.721027694	30818.821215712	136.600	259.900	41.1002			8	177.7210	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:32:57.7210	c
92	Spectrogram 1	6	30777.721027694	30818.821215712	136.600	259.900	41.1002	167.969	164.062	8	177.7210	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:32:57.7210	c
93	Waveform 1	6	31487.737399020	31542.469827619	0.000	436.100	54.7324			8	887.7375	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:44:47.7374	su
93	Spectrogram 1	6	31487.737399020	31542.469827619	0.000	436.100	54.7324	3.906	3.906	8	887.7375	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:44:47.7374	su
94	Waveform 1	6	31118.039173135	31163.412152977	0.000	246.700	45.3730			8	518.0390	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:38:38.0392	c
94	Spectrogram 1	6	31118.039173135	31163.412152977	0.000	246.700	45.3730	58.594	0.000	8	518.0390	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:38:38.0392	c
95	Waveform 1	6	31259.855168425	31305.838547099	110.100	220.300	45.9834			8	659.8550	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:40:59.8552	c
95	Spectrogram 1	6	31259.855168425	31305.838547099	110.100	220.300	45.9834	167.969	144.531	8	659.8550	79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_083000.aif	2016/12/17	8:40:59.8552	c
96	Waveform 1	6	31595.697055765	31637.611108892	0.000	251.100	41.9141			8	95.6970	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:46:35.6971	c
96	Spectrogram 1	6	31595.697055765	31637.611108892	0.000	251.100	41.9141	3.906	0.000	8	95.6970	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:46:35.6971	c
97	Waveform 1	6	31973.330466466	32027.249029955	0.000	255.500	53.9186			8	473.3305	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:52:53.3305	c
97	Spectrogram 1	6	31973.330466466	32027.249029955	0.000	255.500	53.9186	70.312	0.000	8	473.3305	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:52:53.3305	c
98	Waveform 1	6	31734.471073599	31786.761906870	114.500	237.900	52.2908			8	234.4710	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:48:54.4711	c
98	Spectrogram 1	6	31734.471073599	31786.761906870	114.500	237.900	52.2908	179.688	152.344	8	234.4710	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:48:54.4711	c
99	Waveform 1	6	32088.909328686	32146.806264506	0.000	396.500	57.8969			8	588.9095	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:54:48.9093	su
99	Spectrogram 1	6	32088.909328686	32146.806264506	0.000	396.500	57.8969	7.812	3.906	8	588.9095	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:54:48.9093	su
100	Waveform 1	6	32217.612529013	32264.409772796	30.800	220.300	46.7972			8	717.6125	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:56:57.6125	c
100	Spectrogram 1	6	32217.612529013	32264.409772796	30.800	220.300	46.7972	74.219	39.062	8	717.6125	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:56:57.6125	c
101	Waveform 1	6	32292.081186511	32338.064565185	114.500	237.900	45.9834			8	792.0810	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:58:12.0812	c
101	Spectrogram 1	6	32292.081186511	32338.064565185	114.500	237.900	45.9834	171.875	152.344	8	792.0810	79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_084500.aif	2016/12/17	8:58:12.0812	c
102	Waveform 1	6	32468.486448945	32538.682314619	0.000	299.600	70.1959			9	68.4865	79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	2016/12/17	9:01:08.4864	su
102	Spectrogram 1	6	32468.486448945	32538.682314619	0.000	299.600	70.1959	7.812	3.906	9	68.4865	79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	2016/12/17	9:01:08.4864	su
103	Waveform 1	6	32566.557194612	32612.133640731	0.000	251.100	45.5764			9	166.5570	79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	2016/12/17	9:02:46.5572	c
103	Spectrogram 1	6	32566.557194612	32612.133640731	0.000	251.100	45.5764	7.812	3.906	9	166.5570	79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	2016/12/17	9:02:46.5572	c
104	Waveform 1	6	32637.485988885	32693.439215147	0.000	475.800	55.9532			9	237.4860	79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	2016/12/17	9:03:57.4860	su
104	Spectrogram 1	6	32637.485988885	32693.439215147	0.000	475.800	55.9532	3.906	0.000	9	237.4860	79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	2016/12/17	9:03:57.4860	su
105	Waveform 1	6	32798.490422385	32892.695308782	0.000	268.700	94.2049			9	398.4905	79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	2016/12/17	9:06:38.4904	c
105	Spectrogram 1	6	32798.490422385	32892.695308782	0.000	268.700	94.2049	15.625	3.906	9	398.4905	79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	2016/12/17	9:06:38.4904	c
106	Waveform 1	6	33068.346627732	33129.996909759	0.000	198.200	61.6503			9	668.3465	79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	2016/12/17	9:11:08.3466	c
106	Spectrogram 1	6	33068.346627732	33129.996909759	0.000	198.200	61.6503	7.812	7.812	9	668.3465	79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_090000.aif	2016/12/17	9:11:08.3466	c
107	Waveform 1	6	33322.272541824	33374.766841372	0.000	255.500	52.4943			9	22.2725	79296_Brunswick03_002K_M06_UTCm5_20161217_091500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_091500.aif	2016/12/17	9:15:22.2725	su
107	Spectrogram 1	6	33322.272541824	33374.766841372	0.000	255.500	52.4943	7.812	7.812	9	22.2725	79296_Brunswick03_002K_M06_UTCm5_20161217_091500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_091500.aif	2016/12/17	9:15:22.2725	su
108	Waveform 1	6	34067.204176338	34150.014951206	88.100	237.900	82.8108			9	767.2040	79296_Brunswick03_002K_M06_UTCm5_20161217_091500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_091500.aif	2016/12/17	9:27:47.2042	c
108	Spectrogram 1	6	34067.204176338	34150.014951206	88.100	237.900	82.8108	109.375	113.281	9	767.2040	79296_Brunswick03_002K_M06_UTCm5_20161217_091500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_091500.aif	2016/12/17	9:27:47.2042	c
109	Waveform 1	6	34206.375110023	34257.241679352	0.000	259.900	50.8666			9	6.3750	79296_Brunswick03_002K_M06_UTCm5_20161217_093000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_093000.aif	2016/12/17	9:30:06.3751	c
109	Spectrogram 1	6	34206.375110023	34257.241679352	0.000	259.900	50.8666	7.812	3.906	9	6.3750	79296_Brunswick03_002K_M06_UTCm5_20161217_093000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_093000.aif	2016/12/17	9:30:06.3751	c
110	Waveform 1	6	34716.994529578	34765.826436134	118.900	211.500	48.8319			9	516.9945	79296_Brunswick03_002K_M06_UTCm5_20161217_093000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_093000.aif	2016/12/17	9:38:36.9945	c
110	Spectrogram 1	6	34716.994529578	34765.826436134	118.900	211.500	48.8319	164.062	152.344	9	516.9945	79296_Brunswick03_002K_M06_UTCm5_20161217_093000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_093000.aif	2016/12/17	9:38:36.9945	c
111	Waveform 1	6	35376.551264130	35433.725288056	114.500	233.500	57.1740			9	276.5515	79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	2016/12/17	9:49:36.5513	c
111	Spectrogram 1	6	35376.551264130	35433.725288056	114.500	233.500	57.1740	171.875	160.156	9	276.5515	79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	2016/12/17	9:49:36.5513	c
112	Waveform 1	6	35703.033702713	35740.471497739	118.900	207.000	37.4378			9	603.0335	79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	2016/12/17	9:55:03.0337	c
112	Spectrogram 1	6	35703.033702713	35740.471497739	118.900	207.000	37.4378	167.969	148.438	9	603.0335	79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	2016/12/17	9:55:03.0337	c
113	Waveform 1	6	36000.223434062	36017.999500000	123.300	202.600	17.7761			10	0.2235	79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	2016/12/17	10:00:00.2234	c
113	Spectrogram 1	6	36000.223434062	36017.999500000	123.300	202.600	17.7761	171.875	164.062	10	0.2235	79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	2016/12/17	10:00:00.2234	c
115	Waveform 1	6	35999.606598531	36044.572645818	127.800	202.600	44.9660			9	899.6065	79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	2016/12/17	9:59:59.6066	c
115	Spectrogram 1	6	35999.606598531	36044.572645818	127.800	202.600	44.9660	171.875	164.062	9	899.6065	79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_094500.aif	2016/12/17	9:59:59.6066	c
116	Waveform 1	6	36169.297473813	36219.757110588	105.700	215.900	50.4596			10	169.2975	79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	2016/12/17	10:02:49.2975	c
116	Spectrogram 1	6	36169.297473813	36219.757110588	105.700	215.900	50.4596	109.375	136.719	10	169.2975	79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	2016/12/17	10:02:49.2975	c
117	Waveform 1	6	36478.485278824	36524.875590053	118.900	198.200	46.3903			10	478.4855	79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	2016/12/17	10:07:58.4853	c
117	Spectrogram 1	6	36478.485278824	36524.875590053	118.900	198.200	46.3903	164.062	156.250	10	478.4855	79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_100000.aif	2016/12/17	10:07:58.4853	c
118	Waveform 1	6	37094.093297476	37144.959866805	110.100	185.000	50.8666			10	194.0935	79296_Brunswick03_002K_M06_UTCm5_20161217_101500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_101500.aif	2016/12/17	10:18:14.0933	c
118	Spectrogram 1	6	37094.093297476	37144.959866805	110.100	185.000	50.8666	175.781	140.625	10	194.0935	79296_Brunswick03_002K_M06_UTCm5_20161217_101500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_101500.aif	2016/12/17	10:18:14.0933	c
119	Waveform 1	6	37249.541533346	37299.797703843	105.700	229.100	50.2562			10	349.5415	79296_Brunswick03_002K_M06_UTCm5_20161217_101500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_101500.aif	2016/12/17	10:20:49.5415	c
119	Spectrogram 1	6	37249.541533346	37299.797703843	105.700	229.100	50.2562	210.938	144.531	10	349.5415	79296_Brunswick03_002K_M06_UTCm5_20161217_101500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_101500.aif	2016/12/17	10:20:49.5415	c
120	Waveform 1	6	38324.698935946	38382.076426149	105.700	268.700	57.3775			10	524.6990	79296_Brunswick03_002K_M06_UTCm5_20161217_103000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_103000.aif	2016/12/17	10:38:44.6989	su
120	Spectrogram 1	6	38324.698935946	38382.076426149	105.700	268.700	57.3775	109.375	144.531	10	524.6990	79296_Brunswick03_002K_M06_UTCm5_20161217_103000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_103000.aif	2016/12/17	10:38:44.6989	su
121	Waveform 1	6	38776.109668802	38831.859428787	0.000	590.300	55.7498			10	76.1095	79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	2016/12/17	10:46:16.1097	c
121	Spectrogram 1	6	38776.109668802	38831.859428787	0.000	590.300	55.7498	3.906	3.906	10	76.1095	79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	2016/12/17	10:46:16.1097	c
122	Waveform 1	6	39209.985368567	39273.670313367	0.000	220.300	63.6849			10	509.9855	79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	2016/12/17	10:53:29.9854	su
122	Spectrogram 1	6	39209.985368567	39273.670313367	0.000	220.300	63.6849	3.906	0.000	10	509.9855	79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	2016/12/17	10:53:29.9854	su
123	Waveform 1	6	39673.234078749	39742.819545592	0.000	383.300	69.5855			11	73.2340	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:01:13.2341	su
123	Spectrogram 1	6	39673.234078749	39742.819545592	0.000	383.300	69.5855	7.812	3.906	11	73.2340	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:01:13.2341	su
124	Waveform 1	6	39483.196575735	39565.193485494	141.000	207.000	81.9969			10	783.1965	79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	2016/12/17	10:58:03.1966	c
124	Spectrogram 1	6	39483.196575735	39565.193485494	141.000	207.000	81.9969	171.875	160.156	10	783.1965	79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_104500.aif	2016/12/17	10:58:03.1966	c
125	Waveform 1	6	39942.949425961	40004.599707988	0.000	198.200	61.6503			11	342.9495	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:05:42.9494	c
125	Spectrogram 1	6	39942.949425961	40004.599707988	0.000	198.200	61.6503	11.719	7.812	11	342.9495	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:05:42.9494	c
126	Waveform 1	6	40064.825726074	40113.454166353	145.400	202.600	48.6284			11	464.8255	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:07:44.8257	c
126	Spectrogram 1	6	40064.825726074	40113.454166353	145.400	202.600	48.6284	164.062	164.062	11	464.8255	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:07:44.8257	c
127	Waveform 1	6	41874.131050490	41933.950136021	123.300	198.200	59.8191			11	474.1310	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:37:54.1311	c
127	Spectrogram 1	6	41874.131050490	41933.950136021	123.300	198.200	59.8191	195.312	156.250	11	474.1310	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:37:54.1311	c
128	Waveform 1	6	41938.222927845	41988.275632065	105.700	180.600	50.0527			11	538.2230	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:38:58.2229	c
128	Spectrogram 1	6	41938.222927845	41988.275632065	105.700	180.600	50.0527	109.375	121.094	11	538.2230	79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_113000.aif	2016/12/17	11:38:58.2229	c
129	Waveform 1	6	42375.594487566	42435.006640543	0.000	163.000	59.4122			11	75.5945	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:46:15.5945	song
129	Spectrogram 1	6	42375.594487566	42435.006640543	0.000	163.000	59.4122	7.812	3.906	11	75.5945	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:46:15.5945	song
130	Waveform 1	6	42425.850658063	42489.942535418	0.000	215.900	64.0919			11	125.8505	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:47:05.8507	song
130	Spectrogram 1	6	42425.850658063	42489.942535418	0.000	215.900	64.0919	11.719	3.906	11	125.8505	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:47:05.8507	song
131	Waveform 1	6	42512.703208738	42534.270634133	0.000	123.300	21.5674			11	212.7030	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:48:32.7032	song
131	Spectrogram 1	6	42512.703208738	42534.270634133	0.000	123.300	21.5674	3.906	3.906	11	212.7030	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:48:32.7032	song
132	Waveform 1	6	42520.231460999	42579.033215143	0.000	233.500	58.8018			11	220.2315	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:48:40.2315	song
132	Spectrogram 1	6	42520.231460999	42579.033215143	0.000	233.500	58.8018	11.719	3.906	11	220.2315	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:48:40.2315	song
133	Waveform 1	6	42582.695608135	42646.380552935	0.000	189.400	63.6849			11	282.6955	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:49:42.6956	c
133	Spectrogram 1	6	42582.695608135	42646.380552935	0.000	189.400	63.6849	11.719	3.906	11	282.6955	79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_114500.aif	2016/12/17	11:49:42.6956	c
134	Waveform 1	6	40134.920041635	40185.786610965	88.100	185.000	50.8666			11	534.9200	79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161217_110000.aif	2016/12/17	11:08:54.9200	c
